review,Hotel#General,Hotel#Price,Hotel#Designs_Features,Hotel#Cleanliness,Hotel#Comfort,Hotel#Quality,Hotel#Miscellaneous,Rooms#General,Rooms#Price,Rooms#Designs_Features,Rooms#Cleanliness,Rooms#Comfort,Rooms#Quality,Rooms#Miscellaneous,Room_amenities#General,Room_amenities#Price,Room_amenities#Designs_Features,Room_amenities#Cleanliness,Room_amenities#Comfort,Room_amenities#Quality,Room_amenities#Miscellaneous,Facilities#General,Facilities#Price,Facilities#Designs_Features,Facilities#Cleanliness,Facilities#Comfort,Facilities#Quality,Facilities#Miscellaneous,Service#General,Location#General,Food_Drinks#Price,Food_Drinks#Quality,Food_Drinks#Style_Options,Food_Drinks#Miscellaneous
"Resort khá ấn tượng, từ diện tích cho đến quang cảnh. Chất lượng và dịch vụ rất tốt so với giá, chỉ có điều cách hơi xa trung tâm.",Positive,Positive,Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,
"Terracotta có vị trí lý tưởng cho một kì nghỉ lãng mạn: yên tĩnh và ngay ven hồ Tuyền Lâm. Khách sạn được xây dựng đẹp mắt và tổ chức chuyên nghiệp, các công trình không phá vỡ cảnh quan hồ. Bên trong bài trí lịch sự. Bữa ăn sáng của khách sạn ngon và nhiều món, rất ấn tượng. Phục vụ lịch sự, chuyên nghiệp.",,,Positive,,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,,Positive,Positive,,Positive,Positive,
Khuôn viên đẹp nhưng thủ tục check in hơi lâu,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
Rất thích hợp để nghỉ dưỡng tôi rất thích.,Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khâch sạn không nhận gia đình tôi vì có 1 người quốc tịch nước ngoài có passport mà không có visa,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"mình rất hài lòng về bạn nam (không nhớ tên) lúc checkin cho mình vào ngày mùng 1 tết, bạn cho mình thấy sự chu đáo và chuyên nghiệp của khách sạn .Bạn là lý do khiến mình sẽ quay lại ở những kỳ nghỉ tiếp theo tại ĐL.",Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Tôi đặt phòng, bạn tôi đến sớm lấy phòng lúc 10: 00. Nhân viên lễ tân bắt tôi phải gọi điện xác nhận. Tôi gọi điện và nhân viên lễ tân xác nhận cho bạn tôi được lấy phòng. Nhưng do 10:00 chưa có phòng 14:00 bạn tôi mới quay lại. Đên 14:00 quay lại lại đòi cmnd người booking. Tại sao biết sẽ xảy ra không xử lý luôn vào buổi sáng. Rất mất thời gian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
Mọi thứ rất tuyệt vời! Lần sau sẽ ghé lại ạ,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Một nơi yên tĩnh để nghĩ dưỡng, phục vụ tốt, phòng ốc rất đẹp và sạch sẽ. Cảnh quang cũng rất tuyệt vời.",Positive,,,,Positive,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng rộng rãi, sạch sẽ, view rừng thông rất lãng mạn; có bể bơi, phòng gym, phòng chơi cho trẻ em, bé nhà mình rất thích. Resort tự trồng rau và hoa phục vụ khách - mình rất thích điều này. Nói chung là tuyệt vời. Chắc chắn mình sẽ quay lại.",Positive,,,,,,,Positive,,Positive,Positive,,,,,,,,,,,,,Positive,,Positive,,,,,,,,
"Khách sạn sạch sẽ, dịch vụ lễ tân chu đáo, vui tính tận tình, lần sau có dịp sẽ ghé lại",Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
Tôi đã được một kỳ nghỉ hè cùng với gia đình và bạn bè rất ok và happy. Thanks taracota (các bạn nên cải thiện bữa ăn sáng cho đa dạng hơn một chút sẽ rất tốt),Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,
"Khách sạn có trạm bus free đi sân bay cũng như những điểm tham quan khá tiện lợi, có xe tuktuk free hỗ trợ cho khách di chuyển nội khu GrandWord là 1 điểm cộng nữa. Đồ ăn sáng buffet còn ít món, tuy nhiên món nào ăn cũng vừa miệng. Nhân viên nhiệt tình. Dịch vụ buồng phòng ok, phòng đầy đủ tiện nghi nhưng cách âm bên ngoài hành lang vẫn còn kém",,,,,,,,Positive,,Negative,,,,,Positive,,,,,,,,,Positive,,,,,Positive,,,Positive,Negative,
"Phòng rộng rãi, mỗi tội tối hay có muỗi chắc do nhiều cây xung quanh, nhân viên nhiệt tình. Ăn sáng hơi ít món nhưng cũng ok với giá tiền như vậy.",,,,,,,,,,Positive,Negative,,,,,,,,,,,,,,,,,,Positive,,Positive,Positive,Negative,
"Phòng mới tinh, sạch sẽ, nhân viên thân thiện dễ thương. Khu vực xung quanh yên tĩnh, không ồn ào về đêm. Sẽ quay lại vào lần sau.",Positive,,,,Positive,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Tiện nghi, sạch sẽ, service tốt. Hồ bơi buổi sáng excellent",Positive,,,Positive,,,,,,,,,,,,,,,,,,,,Positive,,,,,Positive,,,,,
"Không còn tuyệt như lần đầu tiên nữa. Phòng đẹp & rộng, tuy nhiên toilet không khóa được từ bên trong do hư ổ (mình ở cả 2 phòng đều bị tình trạng này), buffet sáng cảm giác không còn chất lượng như xưa. Biển ở khu vực này đang bị biển lấn nên không đủ an toàn để tắm biển.",,,,,,,,,,Positive,,,,,,,,,,Negative,,,,,,,,Negative,,,,Negative,,
chat luong dich vu va phong trung binh...Cach am phong rat te....rat on,,,,,,,,Neutral,,Negative,,Negative,,,,,,,,,,,,,,,,,Neutral,,,,,
"Kháchsạn còn mới và sạch sẽ, buffet sáng thì không được nhiều món lắm, nói chung là ổn và reccommend mọi người có thể ở đây khi đi Phú Quốc.",Positive,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,
"Phòng xinh xắn y như trên ảnh ạ. Phòng rộng hơn mình tưởng tượng, có 2 cửa sổ lớn nên phòng nhiều ánh sáng, thích lắm ạ. Khách sạn ở gần trung tâm nên đi lại thuận tiện. Buffet sáng nhiều món. Nhà mình ít đi chơi, chủ yếu là ở trong khách sạn thôi vì có em bé và ở trong phòng cũng thấy thoải mái dễ chịu. Nhà có em bé thì nên chọn chỗ này nha.",,,,,,,,,,Positive,,Positive,,,,,,,,,,,,,,,,,,Positive,,,Positive,
"Cảnh đẹp, resort đẹp, nhân viên khá thân thiện, đồ ăn ở mức ổn",Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,Positive,,
Nhân viên không niềm nở cho lắm dù khách là nữ xách nhiều đồ cũng không phụ. Phòng wc nhìn rất bẩn,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,Negative,,,,,
"Phòng sạch, nhân viên nhiệt tình",,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng ốc rất thoải mái, phù hợp cho những ai ưa thích sự yên tĩnh, hoài cổ. Tuy nhiên bãi biển không tắm được. Bù lại hai hồ bơi rất sạch sẽ. Sẽ quay lại nếu có dịp.",Positive,,,,,,,,,,,Positive,,,,,,,,,,,,Neutral,,,,,,,,,,
"không gian yên tĩnh, phòng đẹp. mưa cả ngày nhưng khung cảnh vẫn rất lãng mạn. chỉ tiếc do thời gian nghỉ không nhiều nên không tận hưởng hết được. sẽ quay lại",Positive,,,,,,,,,Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,
"Mình và gia đình đã có trải nghiệm tuyệt vời trong kỳ nghỉ ở Saigon Phú Quốc Resort & Spa. Phòng nghỉ tiện nghi, sạch sẽ, view đẹp. Không gian lối đi, hồ bơi, tiểu cảnh vừa phải, hợp lý. Gần chợ đêm (đi bộ 10-15 phút). Nhà hàng Phượng Hoàng và Hương Biển gần đó (nếu thích ăn ở ngoài) nấu ngon, giá vừa phải, vệ sinh, tươi ngon. Có dịch vụ đưa đón sân bay miễn phí, xe mới, rộng rãi. Nhân viên phuc vụ lễ phép, nhiệt tình. Bãi biển sạch sẽ. Điểm trừ duy nhất là biển mùa này gió lớn, động nên không dám bơi ra xa.",,,Positive,,Positive,,,Positive,,,Positive,Positive,,,,,,,,,,,Positive,Positive,Positive,,Positive,,Positive,Positive,,,,
"Phòng đẹp, nhân viên thân thiện và chuyên nghiệp, khách sạn ngay trung tâm dễ đi đến các địa điểm khác",,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Sạch, sang, phong cách tất cả nhân viên phục vụ đều tốt, hồ bơi sạch, ăn sáng đầy đủ ngon, chỉ có điều tôi thấy bất tiện nhât là không có lối đi riêng khi di chuyển giữa khách sạn và hồ bơi tắm xong ướt như chuột di chuyển thẳng vô sảnh chính nhìn thấy bất tiện.",,,Neutral,Positive,,,,,,,,,,,,,,Positive,,,,,,,Positive,,,,Positive,,,Positive,,
"Tạm ổn, với giá thành hiện tại thì vẫn có nhiều sự lựa chọn khác tốt hơn nhiều. Đồ ăn không được vừa ý lắm, phòng khá nhỏ, trang thiết bị cũng không quá đầy đủ, chỉ có 2 nước suối nhỏ, không có cafe hay trà. Nếu là chỉ để ngủ thì không đáng, nếu thích chụp hình, dạo bờ biển thì đáp ứng được.",Neutral,,,,,,,,,Negative,,,,,Negative,,Negative,,,,,,,,,,,,,,,Negative,,
"Phòng giống như hình. Khách sạn mới, sạch, ngay trung tâm biển. Tuy nhiên vì khách đông, nhân viên làm việc kiểm phòng sau khi trả phòng khá chậm. Chờ mất thời gian nhiều",,,Positive,Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,Negative,Positive,,,,
"Khách sạn xa chợ (9km), không có bảo vệ trông xe ôtô, nhân viên không thân thiện, phòng không được sạch, giá cao hơn mặt bằng chung nhưng chất lượng không tương xứng",,,,,,,,,Negative,,Negative,,Negative,,,,,,,,,,,,,,,,Negative,Negative,,,,
"Resort khá đẹp, phòng ở thoải mái, thoáng mát. Nhưng đèn hơi tối, phòng tắm rộng nhưng không hiểu sao làm bồn tắm bằng đá, chỉ có thể đứng tắm = vòi sen.",,,Positive,,,,,,,Negative,,Positive,,,,,Negative,,,,,,,,,,,,,,,,,
Đưa nhầm phòng cho mìnhhh không giống ảnhhh,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn thiết kế đẹp, nhân viên. Không nhiệt tình, vẻ mặt cầu có và unhelpful, bữa sáng tạm được",,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,Neutral,,
"Tuyệt vời, sẽ quay lại đây lần nữa !!",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phòng cũ rồi. Bên ngoài rõ đẹp còn bên trong như cai khách sạn 2* thôi. Đang dùng còn cúp điện. Được cái vị trí thuận lợi. Còn không tương xứng với giá 1tr4,,Negative,,,,Negative,,,,Negative,,,,Negative,,,,,,,,,,,,,,,,Positive,,,,
"nhận phòng trễ, phòng hơi cũ, vật dụng hư hỏng nhiều. tuy nhiên nhân viên thân thiện, xung quanh nhiêu khu mua sắm, ăn uống",,,,,,,,,,Negative,,,,,,,,,,Negative,,,,,,,,,,Positive,,,,
"Phòng VIP, nhưng bị hư máy lạnh khu vực giường ngủ .",,,,,,,,Positive,,,,,,,,,,,,Negative,,,,,,,,,,,,,,
"Rất ưng ý, khách sạn gần chợ, phòng thì sạch sẽ tươm tất yên tĩnh, lễ tân siêu nhiệt tình hỗ trợ về phòng ốc. Gia đình mình đi 3 người đặt phòng 2 giường đôi ở cực kì ưng ý, sẽ quay lại và ủng hộ khi quay lại Đà Lạt.",Positive,,,,Positive,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Một trải nghiệm ở huế thật tuyệt vời. Phòng đẹp, sạch sẽ, nhân viên kháchsạn dễ thương, cảm ơn khách sạn đã góp phần cho chuyến đi của tôi trở nên hoàn hảo hơn.",,,,,Positive,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Nhân viên nhiệt tình thân thiện, phòng sạch đẹp, ăn sáng buffet đa dạng, có quầy bánh và cafe ngay sảnh chờ.",,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,Positive,
"Vì bảng đánh giá chỉ có 2 lựa chọn: tuyệt vời / tệ, nên đành chọn tuyệt vời chứ thực tế thì chỉ ở mức khá thôi. - Điểm trừ: Khách sạn cũ, phòng ẩm, giá hơi cao, không có phòng tắm đứng, đồ ăn sáng đơn điệu... Điểm cộng: ngay mặt tiền đường Nguyễn Huệ, thuận tiện đi lại, ngắm phố về đêm cũng đẹp, nhân viên lịch sự, thân thiện",Neutral,,Negative,,,,,,Negative,,Negative,,,,,,Negative,,,,,,,,,,,,Positive,Positive,,,Negative,
Rất sạch sẽ chúng tôi hài lòng,,,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trải nghiệm tốt . Địa điểm và phục vụ tốt .,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Một kỳ nghĩ tuyệt vời, tôi sẽ quay lại thời gian gần đây. Để tận hưởng không gian tuyệt vời này!",Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn phục vụ tốt, vui vẻ, chu đáo",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Không gian tuyệt vời nghĩ dưỡng, yên tĩnh, cảnh đẹp. Phòng thiết kế đẹp, tiện nghi. Tuy nhiên, phòng cách âm chưa tốt. Nhà hàng với các món ăn đa dạng.",,,Positive,,Positive,,,,,Neutral,,Positive,,,,,,,,,,,,,,,,,,,,,Positive,
"Mọi thứ đều tuyệt vời, dịch vụ rất tốt",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tôi có kỳ nghỉ với phòng ốc rất tốt, hài lòng về lưu trú ở đây.",,,,,Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quá tuyệt vời, hơn sự tưởng tượng.",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nhân viên khách sạn không thân thiện. Wifi chập chờn, tầm 6h tối là không lên mạng nổi. Xuống lễ tân yêu cầu dọn vệ sinh phòng thì nhân viên đưa số điện thoại của lao công để khách tự gọi. Yêu cầu thêm chăn cũng không được đáp ứng.",,,,,,,,,,,,,,,,,Negative,,,,,,,,,,Negative,,Negative,,,,,
"Cửa phòng cũ và chìa khóa từ không sử dụng tốt, phòng tắm nước không thoát và vòi tắm dùng quá tệ....",,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,
"Phòng sạch sẽ, nhân viên thân thiện nhiệt tình vui vẻ. Kháchsạn ngay trung tâm nên đi đâu cũng tiện. Lần tới có cơ hội gia đình mình sẽ quay lại.",Positive,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Khách sạn đang sửa chữa, quá ồn hồ bơi cạnh biển bãi tắm không sử dụng được, ăn sáng quá tệ, phòng ở tối mưa nước rịn từ kính vách vào. Rất tệ",Negative,,Negative,,,,,,,Negative,,,,,,,,,,,,,,Negative,,,,,,,,Negative,,
"+ Điểm cộng: Phòng rộng rãi, sạch sẽ và tương đối đầy đủ tiện nghi. Buffet sáng nhiều món đa dạng và khá ngon.
+ Điểm trừ: Khuôn viên bên ngoài phòng khá bề bộn và cảnh quan chưa hoàn thiện. Nhân viên thưa thớt nên khi mình cần hỗ trợ, việc liên hệ khá là bất tiện. Hệ thống đèn không đủ thắp sáng phòng. Máy nước nóng và tủ lạnh trong phòng mình hoạt động không ổn định.",,,,Negative,,,,,,Positive,Positive,,,,Positive,,Negative,,,Negative,,,,,,,,,Negative,,,Positive,Positive,
Phòng rộng đẹp sạch sẽ. nhânviên chuyên nghiệp. đồ ăn ngon. mỗi tội đi chơi không thuận tiện lắm. phải đi bộ tầm 1km,,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,Negative,,Positive,,
"View đẹp, phòng ở view bờ hồ cũng đẹp luôn, chỉ có điều không được free cafe, nước suối trong phòng :))))",Positive,,,,,,,Positive,,,,,,,,Negative,,,,,,,,,,,,,,,,,,
"Resort sạch sẽ, đầy đủ mọi tiện ích. Chèo thuyền kayak trên hồ rất đẹp. Nhân viên phục vụ ổn.",,,,Positive,,,,,,,,,,,,,,,,,,Positive,,Positive,,,,,Positive,,,,,
"Khách sạn tốt, nhân viên nhiệt tình chu đáo, dịch vụ tốt",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Nhân viên thân thiện, dễ thương, phòng sạch sẽ, cách âm không được tốt lắm và điểm trừ la khi các cô dọn vệ sinh không vệ sinh gương trong phòng, nhưng 9/10 để quay lại khi di Phú Quốc",Positive,,,,,,,,,Negative,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
Thái độ phục vụ của nhân viên check in không chuẩn mưc!! Không đọc kĩ thông tin phòng khách đặt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
sạch đẹp và yên tĩnh! see ya next time!,,,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chỗ ở thoáng mát, sạch sẽ. Phục vụ tốt, rất hài lòng",,,,,Positive,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
Nhận phòng thì trễ 40' Bãi xe không có nhân viên xếp xe cứ gọi khách kêu di chuyển xe liên tục Còn lại ok,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Mọi người thân thiện, không gian bố trí đẹp, nhiều chỗ chụp ảnh sống ảo :D. Duy có là đèn hơi tối. Cám ơn castaway với kỳ nghỉ cuối năm 2022 này.",,,Positive,,,,,,,,,,,,,,,,,Negative,,,,,,,,,Positive,,,,,
"Phòng hôi , giường toàn cát . Mở cửa phòng vô là toàn mùi ẩm . Ban công phơi toàn khăn chăn ga ướt , nhìn mất thẩm mỹ hướng nhìn ra ban công lun. Nói chung không hài lòng về phòng . Mùi cống bốc lên cả ngày .",,,,,,,,,,,Negative,Negative,,,,,,Negative,,,,,,,,,,,,,,,,
"Mọi thứ rất ok! Mình đi ngay gần dịp lễ chắc các bạn nhân viên khá bận nên cảm giác các bạn không được vui vẻ niềm nở lắm (thông cảm cho các bạn) dịch vụ tiện ích ở the sóng thì ok chổ này mới nên phòng sạch đẹp, hiện đại Có vài điểm trừ nhỏ mình complain lại cho dịch vụ bên Milan cải thiện chứ không có ý phốt hay gây bất lợi cho bên homstay!! 1. Phòng dùng nước vệ sinh hay nước hoa gì mình không rõ nhưng mùi khó chịu! nó không phải là “thúi” nhưng mà hít cái mùi gây đau đầu lắm luôn nên xem xét thay đổi! thật sự sợ nghe cái mùi đó lắm luôn 😭 2. Không có dịch vụ vệ sinh phòng! mình ở nơi khác đa số là có với mỗi ngày Mình sẽ quay lại! Phòng bên milan cung cấp giá rất ok đó nè! Thank All. Các bạn đến trải nghiệm thử đi nè",Positive,,,,,,,,,Positive,Positive,Negative,,,,,,,,,,,,,,,,,Neutral,,,,,
"Gia đình nhà mình 2 nl 1bé nghỉ tại đây 2 đêm. Dịch vụ khách sạn rất tốt, cần gì alo lễ tân giải quyết luôn. Buffe sáng ngon nhiều món, rất vừa miệng. Tối mình đặt bbq ăn tại nhà hàng, đồ ăn ngon, phục vụ chu đáo. Cảnh trong resort đẹp, có khu viui chơi.",Positive,,Positive,,,,,,,,,,,,,,,,,,,,,Positive,,,,,Positive,,,Positive,Positive,
"khách hàng quá đông, sáng ngày mồng 4 tết không có đủ đồ để ăn sáng,chờ 30' chưa có được cái trứng mà ăn, nhân viên phục vụ bếp quá ít, không chuyên nghiệp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,Negative,
"Khách sạn sạch sẽ, gần trung tâm di chuyển thuận tiện",,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
"Nội thất không được như mong đợi, trang thiết bị không được bảo dưỡng. Ngày đầu tới Quy Nhơn, nhận phòng lúc 9h tối, lên phòng thì phải cho đổi toàn bộ gối vì nghe mùi ẩm , cửa lan can thì không khóa được. Đồ ăn sáng bình thường. View phòng đẹp, bãi biển đẹp",,,,,,,,Positive,,,,,,,Negative,,Negative,Negative,,Negative,,,,Positive,,,,,,,,Neutral,,
